data_consulta;useriD
17/08/2021 00:00;id4477122472308709
17/08/2021 00:00;id4589922234351464
17/08/2021 00:00;id4668794269819662
17/08/2021 00:00;id5939131919493603
18/08/2021 00:00;id3858716920898956
18/08/2021 00:00;id3883743561735355
18/08/2021 00:00;id4012129178913053
18/08/2021 00:00;id4047796035329960
18/08/2021 00:00;id4141181459300500
18/08/2021 00:00;id4170560489724340
18/08/2021 00:00;id4269372203152259
18/08/2021 00:00;id4497512163603990
18/08/2021 00:00;id4691728797544095
18/08/2021 00:00;id5059651130715101
18/08/2021 00:00;id6116817808360325
19/08/2021 00:00;id3681121371968662
19/08/2021 00:00;id4000204220084654
19/08/2021 00:00;id4134668483252803
19/08/2021 00:00;id4197184683702123
19/08/2021 00:00;id4267061383387875
19/08/2021 00:00;id4588609317829876
19/08/2021 00:00;id5368541106489417
19/08/2021 00:00;id6062189193854863
19/08/2021 00:00;id6119055414833408
19/08/2021 00:00;id6313095022041859
20/08/2021 00:00;id3240945146023409
20/08/2021 00:00;id3797689410261087
20/08/2021 00:00;id4079514625505349
20/08/2021 00:00;id4110571729040569
20/08/2021 00:00;id4142925342493282
20/08/2021 00:00;id4265462246856955
20/08/2021 00:00;id4401451943302163
20/08/2021 00:00;id4566564240074803
20/08/2021 00:00;id4936429439715870
20/08/2021 00:00;id5934042439971354
20/08/2021 00:00;id6054634194579260
20/08/2021 00:00;id6518734768151708
21/08/2021 00:00;id4231432720297809
21/08/2021 00:00;id4252015901519665
21/08/2021 00:00;id4378128758979849
21/08/2021 00:00;id4546159235440609
21/08/2021 00:00;id4625352190809312
21/08/2021 00:00;id4641026802596529
21/08/2021 00:00;id4674118435933284
22/08/2021 00:00;id3717105828373231
22/08/2021 00:00;id4077030132414326
22/08/2021 00:00;id4233332246724799
22/08/2021 00:00;id4492300160792709
23/08/2021 00:00;id2022382901209601
23/08/2021 00:00;id3334675089905111
23/08/2021 00:00;id3407450006024574
23/08/2021 00:00;id4079514625505349
23/08/2021 00:00;id4254260374666360
23/08/2021 00:00;id4268357993203263
23/08/2021 00:00;id4282693761827006
23/08/2021 00:00;id4285623748182986
23/08/2021 00:00;id4359708370778930
23/08/2021 00:00;id4545239758821011
23/08/2021 00:00;id4587736724604869
23/08/2021 00:00;id5076887612337654
23/08/2021 00:00;id5485570614801955
23/08/2021 00:00;id6003470253056828
23/08/2021 00:00;id861780617257232
24/08/2021 00:00;id2986444021480014
24/08/2021 00:00;id3320327491359190
24/08/2021 00:00;id3763102937123913
24/08/2021 00:00;id3842002492572017
24/08/2021 00:00;id4029980273784788
24/08/2021 00:00;id4039217542871448
24/08/2021 00:00;id4201315243298770
24/08/2021 00:00;id4269856476396405
24/08/2021 00:00;id4309560545804322
24/08/2021 00:00;id4344825848931826
24/08/2021 00:00;id4466162440165842
24/08/2021 00:00;id4512004465511623
24/08/2021 00:00;id4530695713609864
24/08/2021 00:00;id4849737535036961
24/08/2021 00:00;id5273564532719000
24/08/2021 00:00;id5852150578192325
24/08/2021 00:00;id5931017916973212
24/08/2021 00:00;id6032047586867008
24/08/2021 00:00;id6200559089984797
25/08/2021 00:00;id3934360279930354
25/08/2021 00:00;id3940224729415815
25/08/2021 00:00;id4106507206114114
25/08/2021 00:00;id4120897508023045
25/08/2021 00:00;id4160364907393613
25/08/2021 00:00;id4178190662297501
25/08/2021 00:00;id4224587814301857
25/08/2021 00:00;id4284361805018596
25/08/2021 00:00;id4301570756566143
25/08/2021 00:00;id4318588371568527
25/08/2021 00:00;id4374723472563417
25/08/2021 00:00;id4497602110297157
25/08/2021 00:00;id4529528057077372
25/08/2021 00:00;id4550627738383642
25/08/2021 00:00;id4563062640371907
25/08/2021 00:00;id4618329618197906
25/08/2021 00:00;id4623782240985719
25/08/2021 00:00;id6401436669874260
25/08/2021 00:00;id6848942061798615
26/08/2021 00:00;id2831005987000437
26/08/2021 00:00;id3619672154802195
26/08/2021 00:00;id3703449233047915
26/08/2021 00:00;id3743818732386082
26/08/2021 00:00;id3901806263257687
26/08/2021 00:00;id3968397686616927
26/08/2021 00:00;id4004759639646800
26/08/2021 00:00;id4007045416071401
26/08/2021 00:00;id4008082379304043
26/08/2021 00:00;id4029980273784788
26/08/2021 00:00;id4031305240331095
26/08/2021 00:00;id4120897508023045
26/08/2021 00:00;id4140451816077676
26/08/2021 00:00;id4200199643431980
26/08/2021 00:00;id4222761187840071
26/08/2021 00:00;id4229624117083711
26/08/2021 00:00;id4235630453169958
26/08/2021 00:00;id4238391549586779
26/08/2021 00:00;id4284896224910956
26/08/2021 00:00;id4533165310073385
26/08/2021 00:00;id4562729460466866
26/08/2021 00:00;id4587351767976752
26/08/2021 00:00;id4748968705131461
26/08/2021 00:00;id5023592341002481
26/08/2021 00:00;id5292292970788036
26/08/2021 00:00;id5999602243445863
26/08/2021 00:00;id6112688785439934
26/08/2021 00:00;id6356492757757044
27/08/2021 00:00;id3320327491359190
27/08/2021 00:00;id3334675089905111
27/08/2021 00:00;id3619672154802195
27/08/2021 00:00;id3748522851859109
27/08/2021 00:00;id3901098559977388
27/08/2021 00:00;id4081827965259519
27/08/2021 00:00;id4140395996056182
27/08/2021 00:00;id4148008018616437
27/08/2021 00:00;id4220538831362393
27/08/2021 00:00;id4258132520938353
27/08/2021 00:00;id4326115450775399
27/08/2021 00:00;id4328222087255498
27/08/2021 00:00;id4405740772817660
27/08/2021 00:00;id4577784858921186
27/08/2021 00:00;id4577855142247101
27/08/2021 00:00;id5133065830044004
27/08/2021 00:00;id5851381308269502
27/08/2021 00:00;id6061850203889501
27/08/2021 00:00;id6123482467691794
27/08/2021 00:00;id6203534993021827
28/08/2021 00:00;id3256583857799841
28/08/2021 00:00;id4220684364705918
28/08/2021 00:00;id4226569334045610
28/08/2021 00:00;id4229654050447050
28/08/2021 00:00;id4244111705657424
28/08/2021 00:00;id4259946624084151
28/08/2021 00:00;id4275268672550268
28/08/2021 00:00;id4282685911828203
28/08/2021 00:00;id4411359408923277
28/08/2021 00:00;id4425827040801294
28/08/2021 00:00;id4596110033766563
28/08/2021 00:00;id4610138529030463
28/08/2021 00:00;id4831960993500425
28/08/2021 00:00;id5431619470199880
28/08/2021 00:00;id5903072599764199
28/08/2021 00:00;id5959232957484297
28/08/2021 00:00;id6260624580645129
28/08/2021 00:00;id6561899430501777
29/08/2021 00:00;id2831005987000437
29/08/2021 00:00;id3687444628028456
29/08/2021 00:00;id4057248034402613
29/08/2021 00:00;id4065358150217497
29/08/2021 00:00;id4224089234306297
29/08/2021 00:00;id4226569334045610
29/08/2021 00:00;id4283149058467859
29/08/2021 00:00;id4407980409240692
29/08/2021 00:00;id4588188151245420
29/08/2021 00:00;id6304816352869513
30/08/2021 00:00;id3331515446973449
30/08/2021 00:00;id3567150590071580
30/08/2021 00:00;id3722502014436738
30/08/2021 00:00;id3748522851859109
30/08/2021 00:00;id3790976527668476
30/08/2021 00:00;id4089877307800989
30/08/2021 00:00;id4142925342493282
30/08/2021 00:00;id4228036677244736
30/08/2021 00:00;id4231432720297809
30/08/2021 00:00;id4253512868049319
30/08/2021 00:00;id4253528908095787
30/08/2021 00:00;id4261249323951985
30/08/2021 00:00;id4282685911828203
30/08/2021 00:00;id4298107063589931
30/08/2021 00:00;id4306723262698305
30/08/2021 00:00;id4311212992257535
30/08/2021 00:00;id4311934082238951
30/08/2021 00:00;id4336288469773951
30/08/2021 00:00;id4399553070065985
30/08/2021 00:00;id4483773278328577
30/08/2021 00:00;id4563062640371907
30/08/2021 00:00;id4666191023404473
30/08/2021 00:00;id4913364288692315
30/08/2021 00:00;id5368541106489417
30/08/2021 00:00;id5998532793550639
30/08/2021 00:00;id6204456619595163
30/08/2021 00:00;id6488622094496365
31/08/2021 00:00;id3260463904078594
31/08/2021 00:00;id3740601172706730
31/08/2021 00:00;id4106507206114114
31/08/2021 00:00;id4139929599450087
31/08/2021 00:00;id4200199643431980
31/08/2021 00:00;id4236200386429562
31/08/2021 00:00;id4262566433821339
31/08/2021 00:00;id4324055887691117
31/08/2021 00:00;id4326539274070830
31/08/2021 00:00;id4343519969100245
31/08/2021 00:00;id4383432731713719
31/08/2021 00:00;id4438270812891392
31/08/2021 00:00;id4560268280679241
31/08/2021 00:00;id4565025996850498
31/08/2021 00:00;id4663251420360581
31/08/2021 00:00;id4987115434638954
31/08/2021 00:00;id5941774745897072
31/08/2021 00:00;id6008016365936134
31/08/2021 00:00;id6022470574492351
31/08/2021 00:00;id6058462637557576
01/09/2021 00:00;id4066849993413303
01/09/2021 00:00;id4073705099339001
01/09/2021 00:00;id4092271660902061
01/09/2021 00:00;id4135999199766900
01/09/2021 00:00;id4181725335261892
01/09/2021 00:00;id4186226294831653
01/09/2021 00:00;id4229624117083711
01/09/2021 00:00;id4241755782579774
01/09/2021 00:00;id4257921247631375
01/09/2021 00:00;id4277316139017124
01/09/2021 00:00;id4512874912097075
01/09/2021 00:00;id5177215649009844
01/09/2021 00:00;id5181757741840626
01/09/2021 00:00;id5982983031774147
01/09/2021 00:00;id6016575821746163
01/09/2021 00:00;id6628755893809186
02/09/2021 00:00;id3920379851400511
02/09/2021 00:00;id4103325203098826
02/09/2021 00:00;id4226027517516013
02/09/2021 00:00;id4342824962469448
02/09/2021 00:00;id4449608431728040
02/09/2021 00:00;id4461426793920845
02/09/2021 00:00;id4747792868617628
02/09/2021 00:00;id4836394989723083
02/09/2021 00:00;id5874794915924765
02/09/2021 00:00;id5941774745897072
02/09/2021 00:00;id5973507596053033
03/09/2021 00:00;id4045794398862399
03/09/2021 00:00;id4111248935579768
03/09/2021 00:00;id4198254376910385
03/09/2021 00:00;id4318975084851645
03/09/2021 00:00;id4325591904204335
03/09/2021 00:00;id4348579781900470
03/09/2021 00:00;id4381935565247745
03/09/2021 00:00;id4463524870373451
03/09/2021 00:00;id4464384170285575
03/09/2021 00:00;id4473172299401577
03/09/2021 00:00;id4496661450373004
03/09/2021 00:00;id4535923403093400
03/09/2021 00:00;id4668569589840831
03/09/2021 00:00;id4947988985218172
03/09/2021 00:00;id5266146216745051
03/09/2021 00:00;id5317139524992924
03/09/2021 00:00;id5945416328864682
03/09/2021 00:00;id6287389084634832
03/09/2021 00:00;id6350491341658303
04/09/2021 00:00;id3570581679712214
04/09/2021 00:00;id3876645692359858
04/09/2021 00:00;id4098339633621276
04/09/2021 00:00;id4220538831362393
04/09/2021 00:00;id4284027955008983
04/09/2021 00:00;id4292359100845774
04/09/2021 00:00;id4346135878813102
04/09/2021 00:00;id4347545795340152
04/09/2021 00:00;id4602442093100014
04/09/2021 00:00;id4707397815945544
04/09/2021 00:00;id6200939753280148
04/09/2021 00:00;id6281347661905673
04/09/2021 00:00;id6350491341658303
04/09/2021 00:00;id6509692332436405
05/09/2021 00:00;id3876645692359858
05/09/2021 00:00;id3959137674142776
05/09/2021 00:00;id4207321155973442
05/09/2021 00:00;id4312752632152030
05/09/2021 00:00;id4362490987127345
05/09/2021 00:00;id4637676909584903
05/09/2021 00:00;id6775719202454035
06/09/2021 00:00;id3845399965561621
06/09/2021 00:00;id3847102245338367
06/09/2021 00:00;id4029980273784788
06/09/2021 00:00;id4112099855579454
06/09/2021 00:00;id4162053520539375
06/09/2021 00:00;id4197365686985652
06/09/2021 00:00;id4215456938551194
06/09/2021 00:00;id4226569334045610
06/09/2021 00:00;id4285503834837542
06/09/2021 00:00;id4293052450807851
06/09/2021 00:00;id4458190527579281
06/09/2021 00:00;id4486286621429674
06/09/2021 00:00;id4716981894981141
06/09/2021 00:00;id5181757741840626
06/09/2021 00:00;id6088715461203015
06/09/2021 00:00;id6707690355923597
06/09/2021 00:00;id6804919536200103
07/09/2021 00:00;id4088143317975796
07/09/2021 00:00;id4098339633621276
07/09/2021 00:00;id4162053520539375
07/09/2021 00:00;id4200274483383247
07/09/2021 00:00;id4259955454069792
07/09/2021 00:00;id4285503834837542
07/09/2021 00:00;id4329455560471494
07/09/2021 00:00;id4348605178558359
07/09/2021 00:00;id4358092687563239
07/09/2021 00:00;id4411459015567231
07/09/2021 00:00;id4657156667629106
07/09/2021 00:00;id4820948334606527
07/09/2021 00:00;id4959976657363751
07/09/2021 00:00;id5700511509966849
07/09/2021 00:00;id6063050993737199
07/09/2021 00:00;id6338274779546663
08/09/2021 00:00;id2343671662398919
08/09/2021 00:00;id3240945146023409
08/09/2021 00:00;id3661704517285872
08/09/2021 00:00;id3859235097514742
08/09/2021 00:00;id4059979440779394
08/09/2021 00:00;id4060872837368314
08/09/2021 00:00;id4107101846054106
08/09/2021 00:00;id4137615379633604
08/09/2021 00:00;id4160083344104432
08/09/2021 00:00;id4160867823973950
08/09/2021 00:00;id4271821369573757
08/09/2021 00:00;id4299127483511755
08/09/2021 00:00;id4303741003046347
08/09/2021 00:00;id4411459015567231
08/09/2021 00:00;id4414287851927857
08/09/2021 00:00;id4516774888386867
08/09/2021 00:00;id4556831834329582
08/09/2021 00:00;id4615986101772765
08/09/2021 00:00;id4618921478132786
08/09/2021 00:00;id4648172948527234
08/09/2021 00:00;id4648238158549319
08/09/2021 00:00;id4662759987076827
08/09/2021 00:00;id4705399616189720
08/09/2021 00:00;id4953529811368929
08/09/2021 00:00;id4954223157939561
08/09/2021 00:00;id5251554138255270
08/09/2021 00:00;id5850161515054016
08/09/2021 00:00;id6059685420770203
08/09/2021 00:00;id6266721653399192
08/09/2021 00:00;id6775719202454035
09/09/2021 00:00;id2937814909675530
09/09/2021 00:00;id3934775796543146
09/09/2021 00:00;id4072906152773359
09/09/2021 00:00;id4087328271390444
09/09/2021 00:00;id4145892795533244
09/09/2021 00:00;id4160867823973950
09/09/2021 00:00;id4218732908224938
09/09/2021 00:00;id4223896790997964
09/09/2021 00:00;id4254637571285651
09/09/2021 00:00;id4256701724418739
09/09/2021 00:00;id4311677295586347
09/09/2021 00:00;id4358456714276746
09/09/2021 00:00;id4374118995975520
09/09/2021 00:00;id4392596110805215
09/09/2021 00:00;id4592714767425714
09/09/2021 00:00;id4624382054279208
09/09/2021 00:00;id4635245646520500
09/09/2021 00:00;id4776650962348103
09/09/2021 00:00;id6260057520702847
09/09/2021 00:00;id6290180314386944
09/09/2021 00:00;id6350491341658303
09/09/2021 00:00;id6473540219330649
09/09/2021 00:00;id6765689863457285
10/09/2021 00:00;id3684031188366255
10/09/2021 00:00;id3934775796543146
10/09/2021 00:00;id4252157704839172
10/09/2021 00:00;id4274171939341488
10/09/2021 00:00;id4367265203348226
10/09/2021 00:00;id4376691749085918
10/09/2021 00:00;id4392233344193837
10/09/2021 00:00;id4430636266983458
10/09/2021 00:00;id4485898284810383
10/09/2021 00:00;id4502551326450181
10/09/2021 00:00;id4547908388563251
10/09/2021 00:00;id4630839720261638
10/09/2021 00:00;id4863042627046356
10/09/2021 00:00;id5784602394947135
10/09/2021 00:00;id6047172908687565
10/09/2021 00:00;id6464325530259244
10/09/2021 00:00;id6798885680137367
11/09/2021 00:00;id2515679341785824
11/09/2021 00:00;id3661704517285872
11/09/2021 00:00;id3798672363567638
11/09/2021 00:00;id4141579469260523
11/09/2021 00:00;id4165298566873186
11/09/2021 00:00;id4264276193663320
11/09/2021 00:00;id4685679854810723
11/09/2021 00:00;id6109706245737403
11/09/2021 00:00;id6133322206708996
12/09/2021 00:00;id4250263175071927
12/09/2021 00:00;id4261913470570990
12/09/2021 00:00;id4709449002412491
12/09/2021 00:00;id5368541106489417
12/09/2021 00:00;id6059342864107999
12/09/2021 00:00;id6350491341658303
12/09/2021 00:00;id6485889231436200
13/09/2021 00:00;id3780593082040246
13/09/2021 00:00;id4007924972663320
13/09/2021 00:00;id4028578237254359
13/09/2021 00:00;id4040964889348712
13/09/2021 00:00;id4073705099339001
13/09/2021 00:00;id4107441925998892
13/09/2021 00:00;id4254027624712030
13/09/2021 00:00;id4336866086427215
13/09/2021 00:00;id4371032042939863
13/09/2021 00:00;id4435137269842361
13/09/2021 00:00;id4573678925987787
13/09/2021 00:00;id4609834389028061
13/09/2021 00:00;id4779523472058217
13/09/2021 00:00;id5055169091178637
13/09/2021 00:00;id5705291802875571
13/09/2021 00:00;id6134822876591726
13/09/2021 00:00;id6530432813696823
13/09/2021 00:00;id7623873750963402
14/09/2021 00:00;id3919771431406155
14/09/2021 00:00;id4007924972663320
14/09/2021 00:00;id4049825821803216
14/09/2021 00:00;id4079329152193500
14/09/2021 00:00;id4134365023286011
14/09/2021 00:00;id4212587385512839
14/09/2021 00:00;id4246347292068491
14/09/2021 00:00;id4264054430375974
14/09/2021 00:00;id4310762795626559
14/09/2021 00:00;id4322516071127244
14/09/2021 00:00;id4322925144467569
14/09/2021 00:00;id4404455026269186
14/09/2021 00:00;id4407050946038045
14/09/2021 00:00;id4425827040801294
14/09/2021 00:00;id4436742976371896
14/09/2021 00:00;id4484479824948280
14/09/2021 00:00;id4717443638293643
14/09/2021 00:00;id4745768902101127
14/09/2021 00:00;id4863578563666408
14/09/2021 00:00;id6151947788179983
14/09/2021 00:00;id6228025003906681
14/09/2021 00:00;id6500499516627649
14/09/2021 00:00;id6730524113632371
15/09/2021 00:00;id4131460680313637
15/09/2021 00:00;id4143399615672819
15/09/2021 00:00;id4249741768394452
15/09/2021 00:00;id4321368237960252
15/09/2021 00:00;id4366565820102401
15/09/2021 00:00;id4379442792137670
15/09/2021 00:00;id4454532244625983
15/09/2021 00:00;id4515901055137446
15/09/2021 00:00;id4526001387461795
15/09/2021 00:00;id4541620002548835
15/09/2021 00:00;id4596110033766563
15/09/2021 00:00;id4954360321259157
15/09/2021 00:00;id5353422338016225
15/09/2021 00:00;id5368541106489417
15/09/2021 00:00;id5991625410910378
16/09/2021 00:00;id4523407261051545
